ID,target
ID_0033743501,0.34652513
ID_0033970032,0.044628024
ID_0034228388,0.92241585
ID_0034330738,0.45169768
ID_0034479881,0.51116264
ID_0034604622,0.6505239
ID_0035497015,0.8540199
ID_0035729420,0.44955254
ID_0036081808,0.36483762
ID_0036259791,0.8941392
ID_0036400153,0.39748034
ID_0036480267,0.2413711
ID_0036757999,0.29098773
ID_0036960601,0.63041556
ID_0036989833,0.17957056
ID_0037083770,0.8271637
ID_0037503466,0.7133302
ID_0037598936,0.84612644
ID_0037700613,0.91699487
ID_0037736500,0.3408742
ID_0037795440,0.29785457
ID_0038005730,0.43856487
ID_0038683404,0.65569425
ID_0038927879,0.43218386
ID_0039428361,0.50497735
ID_0039743451,0.39774495
ID_0039763885,1.0167592
ID_0039966384,0.7628246
ID_0040136875,0.33396423
ID_0040364299,0.59334296
ID_0041007010,0.6106619
ID_0041625994,0.9668342
ID_0042021950,0.7051947
ID_0042094540,0.5964623
ID_0042259791,0.7093761
ID_0042318738,0.7835408
ID_0042969286,0.33805025
ID_0043732343,0.4391505
ID_0043860693,0.8335656
ID_0044081162,0.602784
ID_0044213049,0.84601784
ID_0044689389,1.0486733
ID_0044764317,0.35677975
ID_0044777072,1.1125624
ID_0045030975,0.8915423
ID_0045043182,0.5933882
ID_0045360058,0.5009291
ID_0045791806,0.7409089
ID_0046127037,1.0152521
ID_0046266165,0.97288185
ID_0046591069,0.45531332
ID_0046880250,0.5226021
ID_0047213763,0.6532928
ID_0047398748,0.85594463
ID_0047444925,0.6084382
ID_0047607369,0.19540343
ID_0047700612,0.85531473
ID_0048001203,0.39160383
ID_0048256667,0.5239204
ID_0048339448,0.9396131
ID_0048583431,0.5763717
ID_0048669795,0.56453437
ID_0049026889,0.3131793
ID_0049410220,0.67620766
ID_0049504067,0.7302286
ID_0049949150,0.34444377
ID_0050005232,0.6764818
ID_0050453315,0.6500089
ID_0050650732,0.8814724
ID_0050718768,0.3794908
ID_0050767675,0.36711478
ID_0050862785,0.37780863
ID_0050985711,0.7010281
ID_0051115885,0.37733546
ID_0051482210,0.70316756
ID_0051645755,0.9515078
ID_0051654187,0.37147462
ID_0051843713,0.666766
ID_0051980812,0.43771803
ID_0052183684,1.020802
ID_0052228680,0.70753056
ID_0052276112,0.38359648
ID_0052662522,0.64951664
ID_0053224649,0.23615113
ID_0053409680,0.6376202
ID_0053555404,0.9556822
ID_0053706034,0.57019913
ID_0053965646,0.46962228
ID_0054176518,0.7399055
ID_0054646902,0.48542613
ID_0055092625,0.8942394
ID_0055162919,0.64716613
ID_0055348921,0.69931346
ID_0055391177,0.48722735
ID_0055431728,0.9633689
ID_0055706030,0.13648546
ID_0056091414,0.9744017
ID_0056100122,0.3347447
ID_0056590337,0.8422286
ID_0056826387,1.0509834
ID_0057238517,0.3985478
ID_0057358522,0.5972534
ID_0057917094,0.16967216
ID_0057992085,0.6949362
ID_0058776127,0.82012355
ID_0059051188,0.26682276
ID_0059203529,0.4395637
ID_0059280324,0.1577296
ID_0059482033,0.72142565
ID_0059737547,0.7690675
ID_0059943513,0.80445266
ID_0060037828,0.9906682
ID_0060771383,0.24077794
ID_0060808911,0.17949215
ID_0060874235,0.48369312
ID_0061373187,0.3111084
ID_0061605127,0.6349337
ID_0061812313,0.23861274
ID_0061892889,0.40040523
ID_0061999556,0.35968548
ID_0062091984,0.20469609
ID_0062160913,0.8129651
ID_0062510255,0.4793105
ID_0062546071,0.6192658
ID_0062632165,0.3342691
ID_0062793860,0.46705353
ID_0063290015,0.9437759
ID_0063588904,0.7825908
ID_0064033630,0.24964854
ID_0064149073,0.3627714
ID_0064415571,0.66015273
ID_0064452043,0.80348885
ID_0064468955,0.4243993
ID_0064832311,0.16655019
ID_0064847859,0.36299452
ID_0065175893,0.09291196
ID_0065337395,0.2738343
ID_0065439084,0.4838565
ID_0065553080,0.9110843
ID_0065734060,0.99799216
ID_0066067664,0.29585546
ID_0066538199,0.35920092
ID_0066859875,0.5203518
ID_0067095579,0.8236537
ID_0067143058,0.92475736
ID_0067269773,0.7766212
ID_0067353856,0.6775099
ID_0067482192,0.49408966
ID_0068144265,0.5030297
ID_0068181711,0.33174926
ID_0068221207,0.97138214
ID_0068383565,0.7529534
ID_0068440880,0.6464564
ID_0068880674,0.77303934
ID_0069902277,0.9075882
ID_0070004159,0.31419444
ID_0070033572,0.9861914
ID_0070491248,0.29752052
ID_0070846780,0.15572444
ID_0070863648,0.89005184
ID_0070945061,0.53218
ID_0071010561,0.5087332
ID_0071110909,0.93641335
ID_0071280940,0.7068974
ID_0071351173,0.9926139
ID_0071495551,0.41360104
ID_0071673976,0.5473165
ID_0071852711,0.91148514
ID_0071884354,0.72367835
ID_0072037974,0.87691975
ID_0072583188,0.61500615
ID_0073032359,0.5176108
ID_0073229067,0.676257
ID_0073580680,0.197126
ID_0073713566,0.39111874
ID_0073758731,1.0110097
ID_0074107685,0.97888076
ID_0074284119,0.48582384
ID_0074435690,0.5492126
ID_0075339869,0.93929935
ID_0075700580,0.30045992
ID_0075800134,0.94750965
ID_0075816478,0.016416013
ID_0075858941,0.5603815
ID_0076189257,0.92487174
ID_0076567436,0.34410948
ID_0076648164,1.0281732
ID_0076697391,0.698832
ID_0077045450,0.8250603
ID_0077095884,0.32716548
ID_0077226735,0.1799066
ID_0077401537,0.47112727
ID_0077525496,0.48733854
ID_0078011857,0.77070516
ID_0078260891,0.4342125
ID_0078363119,1.0560691
ID_0078551964,0.6132598
ID_0078804357,0.3957672
ID_0078872981,0.28149462
ID_0079174900,0.930454
ID_0079186368,0.58257574
ID_0079272535,0.40692735
ID_0079574297,0.4736129
ID_0080088467,0.5697197
ID_0080655489,0.9902925
ID_0081024855,0.8171173
ID_0081577935,0.9693321
ID_0081672256,0.8794038
ID_0081807580,0.5076967
ID_0081818688,0.5170393
ID_0082044464,0.5780865
ID_0082122347,0.79998064
ID_0082621641,0.39259207
ID_0082766607,0.25173324
ID_0082829798,1.0041335
ID_0083232452,0.4381609
ID_0083277088,0.35408628
ID_0083312007,0.2826633
ID_0083677145,0.58349824
ID_0083831998,0.81219757
ID_0084041973,0.3427536
ID_0084094445,0.9862982
ID_0084355346,0.4132263
ID_0084420365,0.54085284
ID_0084516110,0.41244802
ID_0084643133,0.681665
ID_0084746657,0.7957716
ID_0084817303,0.37257633
ID_0085153010,0.96829176
ID_0085234380,0.95292604
ID_0085495997,0.30494833
ID_0085866057,0.7637166
ID_0086348239,0.74006504
ID_0087610119,0.34672183
ID_0087785682,0.2057086
ID_0087795133,0.9717594
ID_0088786237,0.17576301
ID_0088854397,0.38805795
ID_0089330016,0.049150914
ID_0089478302,0.40144107
ID_0089744737,1.0770822
ID_0089774892,0.5990405
ID_0090359031,0.67531836
ID_0090416753,0.17902538
ID_0090542699,1.0087832
ID_0090718736,0.6167543
ID_0091066224,0.68199676
ID_0091120664,0.28771436
ID_0091293102,0.43649203
ID_0091561197,0.31405398
ID_0091856461,0.9186668
ID_0092033155,0.5540016
ID_0092124703,0.9409839
ID_0092174698,0.94221425
ID_0092410000,0.69697654
ID_0092428345,0.90297115
ID_0092655459,0.99865544
ID_0092899062,0.182948
ID_0092917930,0.60429925
ID_0093258914,0.6066683
ID_0093495828,0.2866274
ID_0093685539,0.6899112
ID_0093874183,0.8097309
ID_0094254054,0.37606537
ID_0094382243,0.5759397
ID_0094559461,0.6195032
ID_0094630586,0.82696706
ID_0094735109,0.8748944
ID_0094800897,0.16876867
ID_0094904321,0.23680219
ID_0094984847,0.34966177
ID_0095028462,0.25864482
ID_0095045583,0.59077245
ID_0095236389,0.26619714
ID_0095275682,0.21427923
ID_0095334337,0.9935219
ID_0095470853,0.3903505
ID_0095790698,0.12634751
ID_0095871746,0.25249287
ID_0096095291,0.37261367
ID_0096327453,0.9512656
ID_0096455553,0.98623586
ID_0096544115,0.5724204
ID_0096761752,0.7685034
ID_0097005823,0.12470269
ID_0097324205,0.93180025
ID_0097525079,0.5915369
ID_0097868961,0.23028237
ID_0097911990,0.76289576
ID_0098137117,0.5889008
ID_0098600396,0.7413558
ID_0098812639,0.9550357
ID_0098855010,0.26157755
ID_0099461467,0.57026136
ID_0099462308,0.31506896
ID_0099768136,0.42677844
ID_0099860707,0.95689934
ID_0099978555,0.8278005
ID_0100588978,0.590139
ID_0100902070,0.6968193
ID_0101326924,0.27523676
ID_0101740145,0.66196334
ID_0102635119,0.91638863
ID_0102711833,0.52770096
ID_0102734149,0.8976318
ID_0103286784,0.7082503
ID_0103325944,0.65510494
ID_0103816080,0.86595094
ID_0103819375,0.14431164
ID_0103918588,0.44885266
ID_0104694245,0.36570638
ID_0105171862,0.32420427
ID_0105199489,0.34342265
ID_0105580310,0.70986354
ID_0105619953,0.40907174
ID_0106353262,0.77548677
ID_0107127688,0.90737677
ID_0107184232,0.5679235
ID_0107319676,0.53209156
ID_0107493707,0.7671696
ID_0107534403,0.5403709
ID_0107637434,0.90025175
ID_0107754312,0.76188636
ID_0107847540,0.602081
ID_0107952353,0.5100116
ID_0108078368,0.6179803
ID_0108117113,0.3680696
ID_0108943465,0.09740624
ID_0109111266,0.46673054
ID_0109585308,0.9207363
ID_0109705250,0.07991603
ID_0109710212,0.41314638
ID_0109714434,0.08786246
ID_0110032751,0.16709799
ID_0110235553,0.2944281
ID_0110466931,0.45635712
ID_0110947252,0.31475034
ID_0111238885,0.20923892
ID_0111249658,0.55864817
ID_0111345572,0.5222868
ID_0111807900,0.62549764
ID_0112107759,0.87031543
ID_0112144643,0.2863147
ID_0112265460,0.8591607
ID_0112293794,0.057035774
ID_0112777839,0.4089169
ID_0113708545,0.44897208
ID_0113992488,0.25710598
ID_0114177364,0.51657826
ID_0114257846,0.2847584
ID_0114502407,0.8409933
ID_0114739501,0.34342098
ID_0114757577,1.0408111
ID_0115477515,0.5780804
ID_0116396364,0.23591769
ID_0116437988,0.4281876
ID_0117349666,0.17968407
ID_0117508221,0.36391073
ID_0117552026,0.37696078
ID_0117801851,1.0207262
ID_0118019052,1.0605984
ID_0118023588,0.9703552
ID_0118329001,0.4956213
ID_0118412803,0.40808332
ID_0118638159,0.48437008
ID_0118916373,0.2689939
ID_0118979809,0.94193995
ID_0119583029,0.97546405
ID_0120003592,0.23659253
ID_0120293862,0.9982829
ID_0120380333,0.41516417
ID_0120395351,0.2119937
ID_0120909551,0.6183086
ID_0120913768,0.694209
ID_0120920386,0.41024974
ID_0121218027,0.27127635
ID_0121324539,0.4469294
ID_0122012450,0.7682438
ID_0122222796,0.32605457
ID_0122410211,0.42340294
ID_0122536213,0.43085063
ID_0122604409,0.52962136
ID_0122704576,0.51420796
ID_0122706526,0.6795734
ID_0122833017,0.8801979
ID_0123070745,0.90132797
ID_0123246801,0.4992971
ID_0123270930,0.49063325
ID_0123351542,0.683528
ID_0123523644,0.7214597
ID_0124064526,0.93406844
ID_0124237736,0.5702469
ID_0124612785,0.5163769
ID_0124733911,3.924966e-05
ID_0124804615,1.0219944
ID_0124879275,0.60140896
ID_0125006146,0.7853576
ID_0126177884,0.50681293
ID_0126294910,0.64646494
ID_0126484754,0.46020275
ID_0126654987,0.3474804
ID_0126745664,0.28780323
ID_0126776868,0.30181175
ID_0126905824,0.53878284
ID_0127009103,0.65933263
ID_0127266234,0.8225088
ID_0127333577,0.25698984
ID_0128021911,0.17894188
ID_0128044233,0.508016
ID_0128080540,0.5698478
ID_0128178967,0.24287707
ID_0128185250,0.3163351
ID_0128740484,0.05501917
ID_0129203060,0.950063
ID_0129259620,0.10313824
ID_0129458225,0.35035604
ID_0129491974,0.29377386
ID_0129572375,0.29494196
ID_0129657047,0.32094172
ID_0129696337,0.737808
ID_0129837621,0.55263525
ID_0129842818,0.8678094
ID_0129985176,0.9061183
ID_0130026692,0.7509149
ID_0130038523,0.75285447
ID_0130107788,0.34342098
ID_0130116866,0.6809621
ID_0130283113,0.3327049
ID_0130300012,0.066423625
ID_0130648306,0.9257544
ID_0130720828,0.48839223
ID_0130803441,0.95710325
ID_0130803663,0.2497139
ID_0131553124,0.18389806
ID_0132085488,0.501292
ID_0132302259,0.85745883
ID_0132339839,0.4967336
ID_0132497853,0.71568835
ID_0133060865,0.9570508
ID_0133137967,0.6555261
ID_0133198578,0.6528913
ID_0133305214,0.16850558
ID_0133469591,0.7030324
ID_0133553688,0.32302538
ID_0134087717,0.55178505
ID_0134132201,0.15914705
ID_0134369434,0.71827847
ID_0134414606,0.5293492
ID_0134604135,0.73336864
ID_0134794788,0.6242769
ID_0134995285,0.9180578
ID_0135077780,0.4002319
ID_0135163590,0.30403364
ID_0135285871,0.19200113
ID_0135496391,0.8417946
ID_0135500748,0.5469675
ID_0136063296,0.32351026
ID_0136134304,0.1891579
ID_0136160689,0.53797746
ID_0136509011,0.2757569
ID_0136573734,0.6464998
ID_0136577432,0.29719704
ID_0136888811,0.6000466
ID_0137110919,0.97206426
ID_0137455830,0.38684577
ID_0137745400,0.79786736
ID_0138101049,0.8214953
ID_0138324628,0.21793371
ID_0138341976,0.66658944
ID_0138634401,0.6029876
ID_0138809814,0.9906112
ID_0139467774,0.270577
ID_0139582067,0.7668023
ID_0139691333,0.47648582
ID_0139813874,0.56815696
ID_0139875124,0.7442953
ID_0140053323,0.5087928
ID_0140239871,0.35593045
ID_0140373853,0.33386487
ID_0140946450,0.7345183
ID_0141189078,0.83747405
ID_0141205560,0.111539334
ID_0141483579,1.0031159
ID_0141561894,0.83790064
ID_0142008775,0.8298975
ID_0142423022,0.36846495
ID_0142560780,0.32211882
ID_0142831990,0.26767963
ID_0143203245,0.27854478
ID_0143315686,0.3772553
ID_0143536613,0.66915375
ID_0143546990,0.54912657
ID_0143703171,0.45563537
ID_0143889137,0.5053109
ID_0144083965,0.32885998
ID_0144513678,0.645821
ID_0144740680,0.45911694
ID_0144958099,0.76942724
ID_0145067123,0.94950914
ID_0145122596,0.6046519
ID_0145369344,0.64690936
ID_0145592411,0.8114736
ID_0145823052,0.2886056
ID_0146079735,0.50315636
ID_0147057959,0.6693251
ID_0147560959,0.36560476
ID_0147902681,0.30981588
ID_0148151156,0.6453693
ID_0148199193,0.12826288
ID_0148231348,0.67928606
ID_0148260405,0.96496236
ID_0148282165,-0.03775555
ID_0148411124,0.77499986
ID_0148651566,0.14228043
ID_0148672392,0.5135095
ID_0149098263,0.58171844
ID_0149147055,0.10293436
ID_0149288050,0.8183632
ID_0149376148,0.8263284
ID_0149538729,0.8864763
ID_0149694678,0.76292086
ID_0149786651,0.42816138
ID_0150076586,0.47622707
ID_0150318634,0.13198042
ID_0150389530,0.39252067
ID_0150495711,0.7198875
ID_0150576306,0.9571554
ID_0150768756,0.5562244
ID_0150795266,0.9110863
ID_0150869471,0.5587255
ID_0151065105,0.99437433
ID_0151104121,0.3313409
ID_0151401914,0.48938027
ID_0151416163,0.3466474
ID_0151507612,0.84183455
ID_0151678791,0.5992644
ID_0151954859,0.38069272
ID_0152114507,1.0111134
ID_0152115806,0.36874673
ID_0152180923,0.4049746
ID_0152223146,0.5751766
ID_0152284250,0.20920497
ID_0152420362,0.5315021
ID_0152507761,0.93766886
ID_0152702806,0.8210145
ID_0152888435,0.59178996
ID_0153213277,0.53290117
ID_0153361055,0.72889876
ID_0153539848,0.6838788
ID_0153773760,0.15724695
ID_0154011281,0.93251383
ID_0154102478,0.3994268
ID_0154255627,1.0554507
ID_0154419370,0.59575737
ID_0154594998,0.91774404
ID_0154671500,0.17604178
ID_0154699088,0.908854
ID_0154701590,0.37839273
ID_0154790941,0.15813166
ID_0154797468,0.65867066
ID_0154800821,0.9483199
ID_0154931913,0.3483323
ID_0155134733,0.3427617
ID_0155175893,0.6185903
ID_0155236876,0.49078906
ID_0155505342,0.17243731
ID_0155647307,0.66306376
ID_0156439410,0.39770016
ID_0156616314,0.7109257
ID_0156699949,1.0916665
ID_0156748363,0.5840789
ID_0156755246,0.5575811
ID_0156868464,0.07886475
ID_0156904816,0.16498882
ID_0156975733,0.23793367
ID_0156989592,0.107759684
ID_0157206197,0.9659706
ID_0157572356,0.9766487
ID_0157812996,0.7470726
ID_0158051278,0.23451027
ID_0158346941,0.32094172
ID_0158688512,0.41991463
ID_0158736988,0.59750676
ID_0158907792,0.6417257
ID_0158931738,0.3418848
ID_0159396199,0.5480425
ID_0159561450,0.956788
ID_0159568598,0.931843
ID_0159755297,0.5843601
ID_0159977412,0.48627013
ID_0160253193,0.57303786
ID_0160421985,0.46337748
ID_0160586496,0.46214917
ID_0160841472,0.42685628
ID_0160954048,0.5124998
ID_0161047773,0.2372747
ID_0161048467,0.638649
ID_0161395782,0.19811505
ID_0161579339,0.44066095
ID_0161852416,0.85457027
ID_0161978877,0.43945113
ID_0162357193,0.7014067
ID_0162393948,0.21786293
ID_0162424094,0.39344758
ID_0162638433,0.31142867
ID_0162772233,0.43824217
ID_0162993803,0.65064853
ID_0163089207,0.5970284
ID_0163206653,0.708654
ID_0163227558,0.91304815
ID_0163263465,0.6605751
ID_0163308276,0.6852617
ID_0163344144,0.1730828
ID_0163354101,0.75731766
ID_0163671338,0.970626
ID_0163869627,0.6203533
ID_0163875034,0.29599744
ID_0164135036,0.92455214
ID_0164413175,1.0173244
ID_0164692289,0.9371041
ID_0165478755,0.6893283
ID_0165723966,0.49614272
ID_0165748901,0.40633732
ID_0165817583,0.7227587
ID_0166196831,0.6248468
ID_0166713390,0.42456824
ID_0167175496,0.98943603
ID_0167354808,0.22676793
ID_0167392257,0.26540142
ID_0167504176,0.88462555
ID_0167618988,0.30401504
ID_0167692552,0.40621728
ID_0167785332,0.8569501
ID_0167836931,0.6303929
ID_0168064692,0.5267117
ID_0168675567,0.5617983
ID_0168751824,0.98363006
ID_0168929147,1.0578296
ID_0169050182,0.40741274
ID_0169917334,0.056091845
ID_0169918940,0.95077026
ID_0170128471,0.7323473
ID_0170172175,0.41488862
ID_0170335796,0.21389931
ID_0170566186,0.86647356
ID_0170628674,0.96969557
ID_0171384277,0.5301769
ID_0171648538,0.29707134
ID_0171782853,0.6185812
ID_0171856500,0.6300545
ID_0172006218,0.79497844
ID_0172462337,0.84457135
ID_0172777555,1.0087832
ID_0172877643,0.8783667
ID_0173199117,0.5444306
ID_0173277225,0.2728421
ID_0173291197,0.73560673
ID_0173322063,0.56162393
ID_0173580449,0.39624894
ID_0174306269,0.5068783
ID_0174482802,0.23839423
ID_0174631663,0.85246634
ID_0174673577,0.56068695
ID_0174697292,0.64135754
ID_0175509914,0.29845196
ID_0175750565,0.23931974
ID_0175782720,0.47345307
ID_0175992186,0.9230536
ID_0176037253,0.76023537
ID_0176102525,0.5236384
ID_0176180253,0.27356562
ID_0176209550,0.8786231
ID_0176268328,1.0424728
ID_0176292444,0.9156166
ID_0176302145,0.6024966
ID_0176454975,0.2766523
ID_0176685010,0.29857644
ID_0177004335,0.2690556
ID_0177465557,0.6107926
ID_0177839414,0.5319333
ID_0177912472,0.666415
ID_0178063015,0.70848835
ID_0178182248,0.46189892
ID_0178333576,0.18570697
ID_0178375879,0.90660226
ID_0178791746,0.45726395
ID_0178814724,0.7953131
ID_0179534981,0.91141206
ID_0179752657,0.4500405
ID_0180094017,0.7286528
ID_0180108655,0.036567688
ID_0180127360,0.86150765
ID_0180779622,0.85390997
ID_0180893061,0.91580737
ID_0180906705,0.4960015
ID_0181075620,0.2977269
ID_0181383345,0.34032875
ID_0181603720,0.42110026
ID_0181658471,0.9283707
ID_0181689779,0.9151077
ID_0182029688,0.8823731
ID_0182121273,0.2828589
ID_0182250509,0.9028342
ID_0182524088,0.661255
ID_0182582229,0.15813166
ID_0182843599,0.6716106
ID_0183319425,0.8229964
ID_0183885605,0.27416456
ID_0184017426,0.9389141
ID_0184298390,0.48665196
ID_0184317334,0.6675396
ID_0185344835,0.2345739
ID_0185624751,0.22774303
ID_0185796923,0.30381456
ID_0186232638,0.34442568
ID_0186498896,0.34342098
ID_0186513330,0.13384637
ID_0187039253,0.8575573
ID_0187149476,0.46700636
ID_0187169820,0.6012016
ID_0187545736,0.56540513
ID_0187984745,0.2950489
ID_0188640871,0.33176643
ID_0188961617,0.3259494
ID_0189521411,0.39863655
ID_0189770978,0.3736082
ID_0189974851,0.24714762
ID_0190252892,0.4448382
ID_0190302504,0.64234614
ID_0190527692,0.8963528
ID_0190720380,0.86094165
ID_0190777687,0.95079285
ID_0190823626,0.6431798
ID_0190828198,0.3201778
ID_0190967061,0.50171846
ID_0191072110,0.82479876
ID_0191504550,0.44688216
ID_0191529062,0.34087867
ID_0191634088,0.24465978
ID_0191700962,0.80254424
ID_0191912575,0.7715328
ID_0192693428,0.45890063
ID_0192727704,0.033894688
ID_0193111753,0.97576946
ID_0193450312,1.025285
ID_0193708260,0.3962784
ID_0193980922,0.4559549
ID_0194463278,0.8185306
ID_0194694643,0.42392576
ID_0194813656,0.91270506
ID_0195423569,0.85852504
ID_0195669619,0.6316788
ID_0195720402,0.59504265
ID_0196083529,0.16860643
ID_0196145553,0.8657476
ID_0196197473,0.72589135
ID_0196350064,0.20141062
ID_0196644653,0.38340476
ID_0196693124,0.881696
ID_0196766895,0.81294876
ID_0196942594,0.82988286
ID_0197045137,0.9516647
ID_0197095255,0.32555297
ID_0197169122,0.32426536
ID_0197207243,1.0636624
ID_0197867244,0.9620324
ID_0197873514,0.30929533
ID_0198012898,0.6537128
ID_0198068723,0.977298
ID_0198104547,0.73490894
ID_0198267189,0.5771093
ID_0198572664,0.6967596
ID_0198677109,0.95304203
ID_0198682169,0.9540136
ID_0198790601,0.620896
ID_0199011056,0.41312146
ID_0199395783,0.45884553
ID_0199569940,0.33557236
ID_0199819504,0.68463063
ID_0200819953,0.9137355
ID_0200832244,1.0353156
ID_0201686099,0.66583896
ID_0201704572,0.9373951
ID_0202095832,0.3860417
ID_0202155091,0.26191434
ID_0203437291,0.47905198
ID_0203599873,0.8945093
ID_0203697544,0.8984419
ID_0203794550,0.8081306
ID_0203974729,0.86612946
ID_0204011027,0.91458786
ID_0204182354,0.33771068
ID_0204194828,0.6098827
ID_0204625950,0.19861937
ID_0204688448,0.51889825
ID_0204724238,0.967427
ID_0205098574,0.7403281
ID_0205112953,0.28639722
ID_0205119601,0.43210134
ID_0205345220,1.0123978
ID_0205752132,0.7649003
ID_0205830913,1.01928
ID_0205960625,0.38805795
ID_0206275780,0.44676897
ID_0206478361,0.85031325
ID_0206498114,1.1138623
ID_0206522192,0.76593447
ID_0206625623,0.6469797
ID_0206865446,0.34361875
ID_0207208438,1.0097009
ID_0207359142,0.27937096
ID_0207664724,0.105656475
ID_0207734419,0.5493627
ID_0208034820,0.19822934
ID_0208819111,0.4875426
ID_0208837264,1.0152117
ID_0209219659,0.25992286
ID_0209385088,1.0045213
ID_0209431307,0.74949455
ID_0209549804,0.5622957
ID_0209695333,0.785918
ID_0209734901,0.41411388
ID_0209861479,0.80274194
ID_0210159235,0.43470266
ID_0210182010,0.1967223
ID_0210429051,0.606253
ID_0210863454,0.116099656
ID_0210902988,0.2516755
ID_0210950611,0.059984446
ID_0211098302,0.9783485
